Comment #,Assigned to:,Sentence,Prosocial,Abusive
14017979,579492,I've told some immigrants that if they did n't like it here they should just go home .,N/A,No
14017979,579492,For some strange reason they all looked at me as if I had said something offensive when it was just simple logic .,N/A,No
14018018,577037,Wrote a brief essay on the theology of the KKK cross burning ritual and how it benefits society as a whole .,N/A,No
14018061,579386,"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",N/A,Yes
14018061,579386,I was in the Taiwan airport and the whole plane was East Indian .,N/A,No
14018162,574247,I have to agree .,N/A,No
14018162,574247,I heard that so many times that the KKK was huge here back in the day .,N/A,No
14018162,574247,Some day 's .,N/A,No
14018162,574247,I wish it would come back,N/A,No
14018187,572617,I knew a girl in school who went out with one .,N/A,No
14018187,572617,Everyday we called her a race traitor and said her forefathers hang their heads in shame and that she is abusing their sacrifice for her own selfishness .,N/A,No
14018187,572617,They did n't last a week because of it .,N/A,No
14018210,575319,Live off the island .,N/A,No
14018210,575319,I work downtown Montreal but live off the island out in the country .,N/A,No
14018210,575319,Non-whites like crowded conditions not wide open spaces .,N/A,No
14018249,576444,It would be funny.Even more so if one of them discovered that a Great Grand Father had been in the KKK. !,N/A,No
14018324,572905,"This sounds like a sensible , well thought-out plan .",N/A,No
14018324,572905,"So I guess you 'll just have to go to the Canadian Prime Minister and ask him to declare you Emperor and step down , or something ?",N/A,No
14018972,574578,Has anyone been back to this zoo lately ?,N/A,No
14018972,574578,"This used to be a nice white city , lots of German immigrants etc .",N/A,No
14018972,574578,"Go to any major retail mall , the Kitchener farmers market , etc , and its absolutely teeming with non whites ( asians , blacks , hispanics , muslims of all colours , and God knows what else ) and race mixers , and yes I hate to say this but from what I saw the other day many more white women doing the race mixing than white men .",N/A,Yes
14018972,574578,I am reminded of a quote I heard from a fellow white nationalist said that you do not clean up a pile of * * * * while being in the middle of it .,N/A,Yes
14018972,574578,Sad but true .,N/A,No
14018972,574578,"I just believe Kitchener , the once overwhelmingly white city has been ruined .",N/A,Yes
14019007,577037,"You forgot to add that they spread disease and their poor hygiene causes pest infestations , then there is rampant drug use and sexual assaulting white women and children .",N/A,Yes
14019195,595636,Hey I 'm in Victoria BC looking to join email me at antoniopuffi@hotmail.com I 'm loyal white and ready to fight !,N/A,No
14019288,595643,I live hour south of Regina .,N/A,No
14019288,595643,"Not much for natives here where I live , though every store is all philipinos it seems .",N/A,No
14019288,595643,Every summer there is some trash that rolls through the town and goes on a thieving spree it seems .,N/A,Yes
14019288,595643,Probably comes out of Regina .,N/A,Yes
14019323,577037,Sure sun media sucks off Israel but they are also the only Media that is willing to tell the truth about the dangers of Islam and call Natives on their B.S.,N/A,No
14019686,594431,It's best to ignore individuals like that .,N/A,No
14019686,594431,They crave attention and wo n't hesitate to cause a scene at the expense of someone 's reputation .,N/A,No
14019691,574334,If you want a good intro on how to take on anti-Whites check out Beefcake 's Bootcamp .,N/A,No
14019691,574334,Beefcake ? s Bootcamp | White GeNOcide Project,N/A,No
14019838,572617,How is this worthy of a human rights hearing ?,N/A,No
14019838,572617,"Should the guy who sang cop killer also have a trial , because he tragted a minority , cops .",N/A,No
14020259,588751,Just start your own crew and start advertising it in your flyers or whatever if you are atcually active you should email me I 'm trying to set up a network of all the serious white nationalists across Canada .,N/A,No
14020259,588751,Unit14canada@gmail.com,N/A,No
14020329,588751,What I am saying is we need a homeland the western half of Canada could do for the start but I also agree Europe needs to saved as well but we have to secure a homeland here first before we could change anything on a global level .,N/A,No
14020425,574600,I'm with you on that one brother. that 's why I suggested in my first post that you use Stormfront as a casual second source. the bulk of the people on here use it as a sort of Dungeons and Dragons our fantasy football league and they have no real interest in being active .,N/A,No
14020427,588751,Exactly if there was a network of devoted white nationalists across Canada there 's no knowing what we could actually accomplish .,N/A,No
14020617,574578,Meanwhile back in their ancestral homelands their races are and will always remain the overwhelming majority .,N/A,No
14020617,574578,Double Standard ?,N/A,No
14020617,574578,Also if they get fed up with multiculturalism they at least have a country they can go back to which is set up just for their race .,N/A,No
14020816,594183,I cant get my head around the big picture of why we are involved .,N/A,No
14020816,594183,I honestly hope that we dont directly involve ourselves anymore .,N/A,No
14020935,572107,I get mine from all outlets even the enemy ones .,N/A,No
14020935,572107,It is good to keep track of the enemy as well and see what they are saying .,N/A,No
14021069,572285,FANTASTIC!!,N/A,No
14021069,572285,This is EXACTLY the kind of action that will go a long way to saving our race And out of white hating Canada ? who 'd of thought eh ?,N/A,No
14021113,574567,not sure how we can be anti liberal when we have a prime minister who openly supports israel and sends them cards on their holiday 's laughing stock of the aryan race. not to mention they also openly support the sand people .,N/A,Yes
14021558,574578,I try and avoid shops owned by.or employing non.whites too .,N/A,Yes
14021558,574578,At least shop where a white is at the counter is my rule .,N/A,Yes
14021677,576994,I think I read a comment like that on a video on YouTube and it made me chuckle .,N/A,No
14021677,576994,Dumb dumb dumb .,N/A,No
14021677,576994,It was probably written by a 15 year old .,N/A,No
14021695,580079,I was there a few weeks ago .,N/A,No
14021695,580079,I noticed a lot of fat little white girls with monkey boyfriends .,N/A,Yes
14021695,580079,It was gross .,N/A,No
14021722,575492,That's not even close to what he was doing .,N/A,No
14021722,575492,"A more apt analogy would be if he went to a party and showed up to find a small group of whites standing around while darkies kept pouring through the door and acting like they owned the place , so he joined some of the whites in complaining about it .",N/A,No
14021799,572806,Zionists want to maintain the racial diversity in the West .,N/A,No
14021799,572806,They do not want an anti-Islamic uprising that results in the expulsion of Muslims .,N/A,No
14021873,580010,"I cannot say that I am happy about supporting welfare mothers , but I can firmly say that I prefer supporting a welfare mother than a murder-clinic .",N/A,No
14021965,575492,Show me some progress in our struggle .,N/A,No
14021965,575492,All I see is slippage as we fall farther and farther behind .,N/A,No
14021965,575492,Nothing is changing for the better .,N/A,No
14021976,572099,"All of that is collateral damage of the great white genocide and we 're paying the price in many forms : our people loose unity , turn to alcohol or loneliness , stress and being unhappy etc ..",N/A,No
14021976,572099,We must stick together and see things on the bright side whenever possible for our health 's sake .,N/A,No
14022486,575346,"Nor have I , I live in BC at the moment ; and had lived in Alberta for most of my life .",N/A,No
14022486,575346,Damn Canada !,N/A,No
14022518,577037,That's because they do n't whore themselves out and end up looking like they 're forty at age 25 .,N/A,No
14022518,577037,Plus they dress like ladies and not strippers so you are forced to look at their faces and their fake tits and miniskirt .,N/A,No
14022611,574600,just wanted to thank you for meeting up this weekend .,N/A,No
14022611,574600,It was good to meet you and have some decent conversation,N/A,No
14022739,595652,I'm actually really sad that only one person emailed me .,N/A,No
14022739,595652,That 's it ?,N/A,No
14022739,595652,In all of Vancouver ?,N/A,No
14022739,595652,It makes my heart sick .,N/A,No
14022819,572367,I saw a white person in Scarborough once .,N/A,No
14022819,572367,We stopped and looked at each other like `` WTF ??!,N/A,No
